Member_PortId,MemberNumber,PortfolioNumber,Description,ExSourceCode,ExPortfolioName,EqCompId,EqCompTyp,MemberStatId,Compliancedate,DataContent,MISReport,OnlineSuppressed,Deleted,CLoadId,ULoadId,ReviewThresholdCount,ReviewThresholdPC,UProcId,Enabled,APACSupplier,TPDValidationSettingId
441,4735,21,RBS Lombard Loans,235,"Lombard Bank                  ",NULL,NULL,NULL,NULL,M,1,0,0,80045,763686,NULL,NULL,763686,1,0,1
442,7795,10,Nottingham Building Society,490,"NBS                           ",NULL,NULL,NULL,NULL,M,1,0,0,81117,799967,NULL,NULL,799967,1,0,1
443,1290,43,"Aktiv Kapital (UK) Ltd                            ",437,"Aktiv Kapital (UK)            ",NULL,NULL,NULL,NULL,M,1,0,0,81861,583774,NULL,NULL,583774,1,0,1
444,4918,52,Cabot Financial UK Limited - HSBC,304,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,84077,84077,NULL,NULL,280354,1,0,1
445,4918,30,Cabot Financial UK Limited - Argos,518,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,84772,84772,NULL,NULL,665854,1,0,1
446,4710,10,Evergreen Financial Services,NULL,NULL,60065142,FN,NULL,NULL,M,1,0,0,84774,347887,NULL,NULL,347737,1,0,1
447,6818,11,Vodafone Ltd,NULL,NULL,17370169,CS,NULL,NULL,M,1,1,1,86325,234777,NULL,NULL,665854,1,0,1
448,6949,17,Thames Credit HBOS,317,"Akitv Kapital                 ",NULL,NULL,NULL,NULL,M,1,0,0,88276,797458,NULL,NULL,797458,1,0,1
449,8464,11,CitiFinancial Europe Plc 040,040,"ASSOCIATES CREDIT CARD        ",NULL,NULL,NULL,NULL,M,1,1,1,88279,183058,NULL,NULL,665854,1,0,1
450,8464,22,CitiFinancial Europe Plc 102,102,"CITI BANK CREDIT CARD         ",NULL,NULL,NULL,NULL,M,1,1,1,88280,183059,NULL,NULL,665854,1,0,1
451,8464,33,CitiFinancial Europe Plc 369,369,"CITI BANK INTERNATIONAL       ",NULL,NULL,NULL,NULL,M,1,0,0,88281,388539,NULL,NULL,388539,1,1,1
452,8591,05,Close Consumer Finance REN,111,"Close Motor Finance Ltd       ",NULL,NULL,NULL,NULL,M,1,0,1,88286,88286,NULL,NULL,904021,1,0,1
453,3179,60,Thorley Finance,000,"Thorley Finance Ltd           ",NULL,NULL,NULL,NULL,M,1,0,1,88408,88408,NULL,NULL,904028,1,0,1
454,6949,28,Thames Credit M&S,574,"Aktiv Kapital                 ",NULL,NULL,NULL,NULL,M,1,0,0,88411,799776,NULL,NULL,799776,1,0,1
455,8163,01,Insolvency Service,NULL,NULL,NULL,NULL,NULL,NULL," ",0,0,0,88502,88502,NULL,NULL,NULL,1,0,1
457,6820,02,Lloyds TSB Asset Finance - Revolving Credit,178,"Please check this             ",NULL,NULL,NULL,NULL,M,1,1,1,89231,89231,NULL,NULL,280354,1,0,1
458,6820,01,"Lloyds Banking group Asset Finance                ",164,"BLACK HORSE                   ",NULL,NULL,NULL,NULL,M,1,0,0,89232,1200579,NULL,NULL,1200579,1,0,1
459,5009,91,Oakwood Homeloans,530,"Oakwood Homeloans             ",NULL,NULL,NULL,NULL,M,1,0,0,91363,763690,NULL,NULL,763690,1,0,1
460,1471,30,Max Recovery Creation,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,1,1,93103,234617,NULL,NULL,665854,1,0,1
461,7477,10,Arrow Global Ltd,553,"Arrow Financial Global        ",NULL,NULL,NULL,NULL,M,1,0,0,95731,981430,NULL,NULL,981430,1,0,1
462,6118,18,"Barclays Direct (formerly known as ING Direct)    ",505,"ING Direct NV,Reading Branch  ",NULL,NULL,NULL,NULL,M,1,0,0,96406,1073897,NULL,NULL,1073897,1,0,1
463,1981,11,"TBI Financial Services                            ",367,TBI Financial Services Limited,NULL,NULL,NULL,NULL,M,1,0,0,96469,583782,NULL,NULL,583782,1,0,1
464,7654,88,IFX Markets Ltd,500,"IFX Markets Ltd               ",NULL,NULL,NULL,NULL,M,1,1,1,96470,234787,NULL,NULL,280354,1,0,1
465,7753,06,Abbey Credit Cards,227,ABBEY NATIONAL CREDIT CRD ACCT,NULL,NULL,NULL,NULL,M,1,1,1,97091,234789,NULL,NULL,665854,1,0,1
466,3101,19,Lowell Portfolio I Ltd,320,"Lowell Portfolio I ltd        ",NULL,NULL,NULL,NULL,M,1,0,0,98946,799993,NULL,NULL,799993,1,0,1
467,9246,18,Paragon Finance,217,"Paragon Car Finance           ",NULL,NULL,NULL,NULL,M,1,0,0,98959,975034,NULL,NULL,975034,1,0,1
468,1414,01,Capecia,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,1,100295,100295,NULL,NULL,665854,1,0,1
469,7301,70,Interbay Funding Ltd,014,"Interbay Funding Ltd          ",NULL,NULL,NULL,NULL,M,1,1,1,101706,234780,NULL,NULL,665854,1,0,1
470,1260,01,Keys Premium Finance Ltd,NULL,NULL,99999999,BF,NULL,NULL,M,1,0,0,101714,335877,NULL,NULL,335877,1,0,1
471,5193,02,Barclays Current Account,359,"Barclays Bank PLC             ",NULL,NULL,NULL,NULL,M,1,0,0,105744,1091179,NULL,NULL,1091179,1,0,1
472,1471,36,Max Recovery - Hitachi,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,1,1,108364,234621,NULL,NULL,665854,1,0,1
473,1471,38,Max Recovery - Liverpool Victoria,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,108369,583974,NULL,NULL,NULL,1,0,1
474,1471,40,Max Recovery - Lowell,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,108372,583976,NULL,NULL,295210,1,0,1
475,3259,01,NatWest Current Accounts,575,"NWB Current Accounts          ",NULL,NULL,NULL,NULL,M,1,0,0,108606,108606,NULL,NULL,132226,1,0,1
476,3260,01,Royal Bank Current Accounts,576,"RBS Current Accounts          ",NULL,NULL,NULL,NULL,M,1,0,0,108625,108625,NULL,NULL,132226,1,0,1
477,3261,01,Ulster bank north Current Accounts,577,"UB(N) Current Accounts        ",NULL,NULL,NULL,NULL,M,1,0,0,108629,273035,NULL,NULL,132226,1,0,1
478,8064,15,Hillesden Securities - NAG,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,109238,109238,NULL,NULL,665854,1,0,1
479,8618,18,HFC Bank B&Q,024,"B&Q FINANCIAL SERVICES        ",NULL,NULL,NULL,NULL,M,1,0,0,109283,109283,NULL,NULL,NULL,1,0,1
480,8053,39,Norwich and Peterborough Building Society - Person,192,"N&P Personal Loans            ",13831146,BS,NULL,NULL,M,1,0,0,109431,1089763,NULL,NULL,1089763,1,0,1
481,6868,10,Lombard & Blackhorse Finance Services Europe Limit,093,"Lombard & Blackhorse Finance  ",NULL,NULL,NULL,NULL,M,1,0,1,110454,110454,NULL,NULL,904059,1,0,1
482,9667,11,FV1 Europe Ltd,NULL,NULL,12345678,DC,NULL,NULL,M,1,0,1,111664,111664,NULL,NULL,774145,1,0,1
483,8053,40,Norwich and Peterborough Building Society -Astra,NULL,NULL,13831175,BS,NULL,NULL,M,1,0,0,115633,115633,NULL,NULL,NULL,1,0,1
484,8064,16,Hillesden Securities - TFC,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,115737,115737,NULL,NULL,665854,1,0,1
485,3261,02,Ulster bank defaults,557,"UBN(Defaults)                 ",NULL,NULL,NULL,NULL,M,1,1,1,116081,116081,NULL,NULL,280354,1,0,1
486,3261,03,Ulster bank Flat rate Loans,558,"UBN(FLAT RATE LOANS)          ",NULL,NULL,NULL,NULL,M,1,1,1,116195,116195,NULL,NULL,280354,1,0,1
487,1340,01,"Allied International Credit - Fairmile            ",501,"FAIRMILE PARTNERSHIP 1 LLP    ",NULL,NULL,NULL,NULL,M,1,0,1,116197,537732,NULL,NULL,949225,1,0,1
488,5747,21,Freemans Agency,026,"FREEMANS                      ",NULL,NULL,NULL,NULL,M,1,0,0,116953,1130473,NULL,NULL,1130473,1,0,1
489,8064,18,Hillesden Securities - Capital One,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,119219,196822,NULL,NULL,665854,1,0,1
490,1937,50,Bank of Scotland Equipment Finance,808,"HBOS PLC                      ",NULL,NULL,NULL,NULL,M,1,1,1,119738,234635,NULL,NULL,665854,1,0,1
491,5790,07,Loughborough Building Society,000,"LOUGHBOROUGH B S              ",NULL,NULL,NULL,NULL,M,1,0,0,122420,984059,NULL,NULL,984059,1,0,1
492,5193,11,"Shop Mastercard                                   ",436,"SHOP MASTERCARD               ",NULL,NULL,NULL,NULL,M,1,0,0,122422,812614,NULL,NULL,812614,1,1,1
493,5193,21,"Barclaycard TC                                    ",435,"BARCLAYS BANK PLC             ",NULL,NULL,NULL,NULL,M,1,0,0,122423,812613,NULL,NULL,812613,1,1,1
494,9545,99,ScotCall Limited,614,"ScotCall Bought - Mail Order  ",NULL,NULL,NULL,NULL,M,1,0,0,122424,295523,NULL,NULL,295210,1,0,1
495,8064,17,Hillesden Securities - Benton,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,122426,122426,NULL,NULL,665854,1,0,1
496,3289,99,Santander Cards Limited - Abbey Credit Card,472,"ABBEY SANTANDER CREDIT CARD   ",NULL,NULL,NULL,NULL,M,1,0,0,124375,1157131,NULL,NULL,1157131,1,1,1
497,8784,54,Close Credit Management,168,Bluestone Credit Management Lt,NULL,NULL,NULL,NULL,M,1,0,0,124495,1130426,NULL,NULL,1130426,1,0,1
498,7114,77,Equidebt Ltd,411,"Equidebt Limited              ",NULL,NULL,NULL,NULL,M,1,0,1,124496,1200646,NULL,NULL,1200646,1,0,1
499,3652,10,Castle & Minster Credit Union,NULL,NULL,34880024,FN,NULL,NULL,M,1,1,1,124503,234676,NULL,NULL,665854,1,0,1
500,7863,14,SB-BANKING,NULL,NULL,52340008,BK,NULL,NULL,M,1,0,0,124624,124624,NULL,NULL,NULL,1,0,1
501,7863,24,PLN - NEW LENDING,NULL,NULL,52340066,BK,NULL,NULL,M,1,0,0,124714,124714,NULL,NULL,NULL,1,0,1
502,7863,34,PLD - OLD LENDING,NULL,NULL,52340037,BK,NULL,NULL,M,1,0,0,124721,124721,NULL,NULL,NULL,1,0,1
503,8119,21,Fortis Lease,341,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,124952,949168,NULL,NULL,949168,1,0,1
504,3450,01,Ridgeworth Fairmile,417,"Ridgeworth Fairmile           ",NULL,NULL,NULL,NULL,M,1,0,0,125268,125268,NULL,NULL,NULL,1,0,1
505,5291,06,Hutchison 3G UK,NULL,NULL,40240115,CS,NULL,NULL,M,1,0,0,126454,237534,NULL,NULL,236596,1,0,1
506,4809,11,Raphaels Bank,570,"RAPHAELS BANK                 ",NULL,NULL,NULL,NULL,M,1,0,0,128410,128410,NULL,NULL,129968,1,0,1
507,3261,04,RBS Ulster Bank North Full Data,209,"UBNI MORTGAGES FULL DATA      ",NULL,NULL,NULL,NULL,M,1,0,0,129165,129165,NULL,NULL,132226,1,0,1
508,3430,01,Fredrickson International Limited,124,"FREDRICKSON INTERNATIONAL LTD ",NULL,NULL,NULL,NULL,M,1,0,0,129834,129834,NULL,NULL,NULL,1,0,1
509,7400,10,Credit Solutions Ltd,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,129839,129839,NULL,NULL,225809,1,0,1
510,4993,10,Oakam Ltd - Unsecured Loans,999,"Oakam Ltd - Unsecured Loans   ",NULL,NULL,NULL,NULL,M,1,0,0,129842,350280,NULL,NULL,350048,1,0,1
511,4042,10,Link Financial BCARD,263,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,129845,129845,NULL,NULL,166455,1,0,1
512,9667,22,NCO Europe,372,"NCO EUROPE LTD                ",NULL,NULL,NULL,NULL,M,1,0,1,129847,1103293,NULL,NULL,1103293,1,0,1
513,3710,12,Market Harborough Building Society,012,Market Harborough Building Soc,NULL,NULL,NULL,NULL,M,1,0,0,131287,131287,NULL,NULL,NULL,1,0,1
514,1471,44,Max Recovery - Sigma,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,1,1,132338,234625,NULL,NULL,665854,1,0,1
515,1471,42,Max Recovery - Goldfish,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,132354,583977,NULL,NULL,156970,1,0,1
516,1471,46,Max Recovery - Capital One,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,157145,583978,NULL,NULL,NULL,1,0,1
517,3440,01,Reliance Bank Ltd,287,"OYSTER BAY SYSTEMS            ",NULL,NULL,NULL,NULL,M,1,0,0,158647,158647,NULL,NULL,NULL,1,0,1
518,3777,01,Vertex Data Science Ltd.,NULL,NULL,99999999,DC,NULL,NULL,M,1,0,0,158649,158649,NULL,NULL,NULL,1,0,1
519,8064,19,Hillesden Securities - DAFS,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,158783,158783,NULL,NULL,665854,1,0,1
520,1471,48,Max Recovery - Otto,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,160245,583979,NULL,NULL,169269,1,0,1
521,1471,50,Max Recovery - Royal Bank of Scotland,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,1,1,160280,234627,NULL,NULL,665854,1,0,1
522,6949,35,ThamesCredit/AktivKapital - Capital One,613,"Aktiv Kapital                 ",NULL,NULL,NULL,NULL,M,1,0,1,160436,1200606,NULL,NULL,1200606,1,0,1
525,9999,20,Test Data Home Credit,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,160452,160452,NULL,NULL,169269,1,0,1
526,7249,75,Nationwide - The Mortgage Works,278,"Mortgage Works                ",NULL,NULL,NULL,NULL,M,1,0,0,160931,160931,NULL,NULL,169269,1,0,1
527,3617,81,PENRICAN CREDIT LIMITED,287,"OYSTER BAY SYSTEMS            ",NULL,NULL,NULL,NULL,M,1,0,0,160935,335877,NULL,NULL,335877,1,0,1
528,5252,13,"Target BCT                                        ",NULL,NULL,81840009,FN,NULL,NULL,M,1,0,0,160953,636395,NULL,NULL,636395,1,0,1
529,4042,70,Link Financial BOS,392,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,1,161964,161964,NULL,NULL,665854,1,0,1
530,4042,50,Link Financial GECB,537,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,161969,161969,NULL,NULL,169269,1,0,1
531,4042,60,Link Financial FNB,522,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,162068,162068,NULL,NULL,701166,1,0,1
532,4042,30,Link Financial - HSBC Bank Plc,476,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,162070,162070,NULL,NULL,273372,1,0,1
533,4042,20,Link Financial MBNA,245,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,162071,162071,NULL,NULL,169269,1,0,1
534,4042,40,Link Financial GECW,004,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,162430,162430,NULL,NULL,169269,1,0,1
535,2727,02,LEEK UNITED BS,NULL,NULL,82100198,BS,NULL,NULL,M,1,0,0,166437,335877,NULL,NULL,335877,1,0,1
536,4042,80,Link Financial Abbey,439,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,1,166651,1134793,NULL,NULL,1134793,1,0,1
537,4042,90,Link Financial Ford,608,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,166652,283972,NULL,NULL,701691,1,0,1
538,1612,01,Scarborough Building Society Mortgages,NULL,NULL,79410226,BS,NULL,NULL,M,1,0,1,169186,169186,NULL,NULL,665854,1,0,1
539,1612,02,North Yorkshire Mortgages Ltd,NULL,NULL,79410232,MS,NULL,NULL,M,1,0,1,169187,169187,NULL,NULL,636351,1,0,1
540,5278,25,"1st Credit Limited                                ",409,"1st Credit PLC                ",NULL,NULL,NULL,NULL,M,1,0,0,171925,1012369,NULL,NULL,1012369,1,0,1
541,1359,22,POLICE CREDIT UNION LTD,NULL,NULL,99999999,FS,NULL,NULL,M,1,0,0,177451,177451,NULL,NULL,NULL,1,0,1
542,4096,22,Picture Home loans 1,659,"Picture Home Loans 1          ",NULL,NULL,NULL,NULL,M,1,0,1,177456,177456,NULL,NULL,838217,1,0,1
543,3670,02,Tipton and Coesley BS,NULL,NULL,36670020,BS,NULL,NULL,M,1,0,0,177460,177460,NULL,NULL,NULL,1,0,1
544,1808,01,International Acceptance Ltd,229,"International Acceptance (UK) ",NULL,NULL,NULL,NULL,M,1,1,1,177462,799163,NULL,NULL,815645,1,0,1
545,3527,01,Private & Commercial Finance,362,"PCFG Portfolio                ",NULL,NULL,NULL,NULL,M,1,0,1,183567,491387,NULL,NULL,665854,1,0,1
546,1536,01,Intrum Justitia,090,"Intrum Justitia               ",NULL,NULL,NULL,NULL,M,1,0,0,183574,637452,NULL,NULL,228147,1,0,1
547,5158,29,Bank of Ireland Mortgage 2,627,"Soc 2 - BIM                   ",NULL,NULL,NULL,NULL,M,1,0,0,183596,183596,NULL,NULL,390365,1,0,1
548,4488,99,Derbyshire Home Loans Limited,532,"Derbyshire                    ",NULL,NULL,NULL,NULL,M,1,0,1,184999,184999,NULL,NULL,808609,1,0,1
549,9999,80,Callcredit Links,NULL,NULL,NULL,NULL,NULL,2008-05-19 14:34:00," ",0,0,0,191306,191306,NULL,NULL,NULL,1,0,1
550,3253,04,RBS Personal Loans,038,"RBS PERSONAL LOANS            ",NULL,NULL,NULL,NULL,M,1,0,1,192241,192241,NULL,NULL,280354,1,0,1
551,3254,03,Natwest Personal Loans,375,"NWB PERSONAL LOANS            ",NULL,NULL,NULL,NULL,M,1,0,1,192264,192264,NULL,NULL,280354,1,0,1
552,3261,05,Ulster Bank Personal Loans,374,"UBN PERSONAL LOANS            ",NULL,NULL,NULL,NULL,M,1,0,0,192266,208967,NULL,NULL,206333,1,0,1
553,7139,67,Provident,588,"Provident Personal Credit Ltd ",NULL,NULL,NULL,NULL,M,1,0,0,195603,205638,NULL,NULL,205107,1,0,1
554,4252,51,Scottish Widows Bank,432,"SCOTTISH WIDOWS               ",NULL,NULL,NULL,NULL,M,1,0,0,196135,865104,NULL,NULL,NULL,1,0,1
555,3451,01,Gothia Ltd,420,"Gothia Limited                ",NULL,NULL,NULL,NULL,M,1,0,0,196137,196137,NULL,NULL,NULL,1,0,1
556,8998,18,Quickbridge,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,197444,197444,NULL,NULL,NULL,1,0,1
557,6369,79,Shopacheck,636,Shopacheck Home Credit Service,NULL,NULL,NULL,NULL,M,1,0,0,197461,205613,NULL,NULL,205107,1,0,1
558,5599,11,Eccles Savings and Loans,612,"Eccles Savings and Loans Ltd  ",NULL,NULL,NULL,NULL,M,1,0,0,197477,205604,NULL,NULL,205107,1,0,1
559,3119,11,Shopacheck,612,"Eccles Savings and Loans      ",NULL,NULL,NULL,NULL,M,1,0,1,197492,200916,NULL,NULL,NULL,1,0,1
560,3119,10,KDS Finance,609,"KDS Finance Limited -         ",NULL,NULL,NULL,NULL,M,1,0,0,199893,205479,NULL,NULL,205107,1,0,1
561,3131,01,"Phoenix (Tessera)                                 ",288,"CAIS - Tessera Phoenix        ",NULL,NULL,NULL,NULL,M,1,0,0,200929,591797,NULL,NULL,591797,1,0,1
562,1230,33,London Scottish Finance,568,"LSB HOME CREDIT               ",NULL,NULL,NULL,NULL,M,1,0,0,201253,201253,NULL,NULL,212992,1,0,1
563,5193,31,Barclays IHG,631,BARCLAYCARD PARTNERSHIPS (IHG),NULL,NULL,NULL,NULL,M,1,0,0,201975,812611,NULL,NULL,812611,1,1,1
564,9861,81,Naughton Finance,618,"Naughton Finance Limited      ",NULL,NULL,NULL,NULL,M,1,1,1,201977,1071527,NULL,NULL,1071527,1,0,1
565,3266,01,RBS Personal Loans,038,"RBS PERSONAL LOANS            ",NULL,NULL,NULL,NULL,M,1,0,0,203618,208970,NULL,NULL,206333,1,0,1
566,3265,01,Natwest Bank Loans,375,"NWB PERSONAL LOANS            ",NULL,NULL,NULL,NULL,M,1,0,0,203622,208968,NULL,NULL,NULL,1,0,1
567,4111,01,Mutual Clothing & Supply Co,611,"Mutual Home Credit            ",NULL,NULL,NULL,NULL,M,1,0,0,206329,206329,NULL,NULL,NULL,1,0,1
568,1508,01,Mackenzie Hall - defaults,NULL,NULL,15831173,DC,NULL,NULL,M,1,0,0,206375,295330,NULL,NULL,295210,1,0,1
569,1471,52,Max Recovery - ICGLittlewoods,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,207873,583980,NULL,NULL,213986,1,0,1
570,1471,54,Max Recovery - ICGShopDirect,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,207881,583981,NULL,NULL,213988,1,0,1
571,1471,56,Max Recovery - LDRLittlewoods,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,1,207891,434300,NULL,NULL,665854,1,0,1
572,1471,58,Max Recovery - Lewis,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,207897,583982,NULL,NULL,NULL,1,0,1
573,1471,60,Max Recovery - LFCOLittlewoods,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,207902,583984,NULL,NULL,NULL,1,0,1
574,3785,92,Santander Cards UK (H Nichols),601,"GE CAPITAL HNI                ",NULL,NULL,NULL,NULL,M,1,0,0,208159,333115,NULL,NULL,246583,1,1,1
575,5311,33,"QuickQuid                                         ",NULL,NULL,51693100,FS,NULL,NULL,M,1,0,0,220748,737493,NULL,NULL,737493,1,0,1
576,5133,01,J&R Naylors of Wakefield,607,"J&R Naylors of Wakefield LTD  ",NULL,NULL,NULL,NULL,M,1,0,0,227213,981433,NULL,NULL,981433,1,0,1
577,5899,85,CLC Finance Ltd,615,"CLC Finance                   ",NULL,NULL,NULL,NULL,M,1,0,0,229703,230472,NULL,NULL,230472,1,0,1
578,4900,13,JCB Finance LTD,NULL,NULL,13890049,FN,NULL,NULL,M,1,0,0,235293,235293,NULL,NULL,NULL,1,0,1
579,4096,24,Picture Home Loans 2,660,"Picture Home Loans 2          ",NULL,NULL,NULL,NULL,M,1,0,0,235313,235313,NULL,NULL,NULL,1,0,1
580,7899,76,Home Retail Group,361,"HOME RETAIL GROUP STORE CARD  ",NULL,NULL,NULL,NULL,M,1,0,0,239882,799976,NULL,NULL,799976,1,1,1
581,3132,01,Phoenix Shop Direct,600,"Phoenix Recoveries            ",NULL,NULL,NULL,NULL,M,1,0,1,244552,244552,NULL,NULL,815649,1,0,1
582,2608,81,"MKDP LLP (2)                                      ",NULL,NULL,99999999,CC,NULL,NULL,M,1,0,0,250037,945148,NULL,NULL,945148,1,0,1
583,7327,01,"BCW Group ",052,"BCW                           ",NULL,NULL,NULL,NULL,M,1,0,0,255286,835342,NULL,NULL,835342,1,0,1
584,7575,01,Ashbourne Management Services,038,"Ashbourne Management          ",NULL,NULL,NULL,NULL,M,1,1,1,255299,486768,NULL,NULL,665854,1,0,1
585,5193,07,"Barclays Masterloan ",160,"Barclays Masterloan           ",NULL,NULL,NULL,NULL,M,1,0,0,255303,1006473,NULL,NULL,1006473,1,0,1
586,5193,41,Barclays Hilton,557,BARCLAYCARD HILTON PARTNERSHIP,NULL,NULL,NULL,NULL,M,1,0,0,255306,812610,NULL,NULL,812610,1,1,1
587,5193,71,Barclays BHS,558,"BARCLAYCARD BHS PARTNERSHIP   ",NULL,NULL,NULL,NULL,M,1,0,0,255311,812608,NULL,NULL,812608,1,1,1
588,5961,03,Firstplus Fair & Square,246,"Fair and Square               ",NULL,NULL,NULL,NULL,M,1,0,1,255314,255314,NULL,NULL,665854,1,0,1
589,1471,62,Max recovery – HBOS,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,259811,583985,NULL,NULL,261976,1,0,1
590,4617,01,AVIVA,NULL,NULL,99999999,IN,NULL,NULL,M,1,0,0,259813,980109,NULL,NULL,334655,1,0,1
591,2174,01,Everyday Loans,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,259817,259817,NULL,NULL,NULL,1,0,1
592,8190,13,Money Partners,337,"MONEY PARTNERS LTD            ",NULL,NULL,NULL,NULL,M,1,0,1,259850,259850,NULL,NULL,665854,1,0,1
593,3133,01,"TESSERA                                           ",288,"CAIS - Tessera                ",NULL,NULL,NULL,NULL,M,1,0,0,260730,591801,NULL,NULL,591801,1,0,1
594,5901,26,"Basinghall Finance                                ",145,"Basinghall Finance            ","        ","  ",NULL,NULL,M,1,0,0,266293,581877,NULL,NULL,581877,1,0,1
595,1550,01,O2,NULL,NULL,28050040,CS,NULL,NULL,M,1,0,0,266295,272096,NULL,NULL,266332,1,0,1
596,8064,20,Hillesden Securities Ltd - HBOS,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,267277,267277,NULL,NULL,665854,1,0,1
597,1991,88,"EE Ltd - Trading as Orange                        ",149,"ORANGE PCS LIMITED            ",NULL,NULL,NULL,NULL,M,1,0,0,267589,1186156,NULL,NULL,1186156,1,0,1
598,5748,32,Grattan,262,"GRATTANS                      ",NULL,NULL,NULL,NULL,M,1,0,0,267918,1130471,NULL,NULL,1130471,1,0,1
599,8016,42,Apex Credit Management,642,"Apex Credit Management Ltd    ",NULL,NULL,NULL,NULL,M,1,0,0,272886,272886,NULL,NULL,273670,1,0,1
600,3497,01,Bracken Purchasing,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,274219,902952,NULL,NULL,NULL,1,0,1
601,4123,92,Halifax Card Services 2,634,"HALIFAX CARD SERVICES (2)     ",NULL,NULL,NULL,NULL,M,1,0,1,289036,885601,NULL,NULL,885601,1,1,1
602,5779,01,"Hoist Portfolio Holding 2 Limited                 ",647,"ROBINSON WAY (DEFAULT DATA)   ",NULL,NULL,NULL,NULL,M,1,0,0,291294,1016667,NULL,NULL,1016667,1,0,1
603,8741,09,Marlin Financial Services Ltd,NULL,NULL,53180018,DC,NULL,NULL,M,1,0,0,295244,295606,NULL,NULL,295606,1,0,1
604,8064,21,Hillesden Securities - HSBC,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,305701,305701,NULL,NULL,665854,1,0,1
605,8686,10,Duet,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,317026,448676,NULL,NULL,444089,1,0,1
606,4042,92,Link Financial Capital One,150,"Link Financial Limited        ",NULL,NULL,NULL,NULL,M,1,0,0,317071,317071,NULL,NULL,701700,1,1,1
607,2550,02,Chesham Building Society,000,"CHELEY B S                    ",NULL,NULL,NULL,NULL,M,1,1,1,317075,535295,NULL,NULL,550703,1,0,1
608,3290,96,"Santander Consumer (UK) plc                       ",219,"SANTANDER CONSUMER            ","        ","  ",NULL,NULL,M,1,0,0,319170,530723,NULL,NULL,530723,1,0,1
609,3291,98,"FGA Capital Ltd  ",446,"FGA CAPITAL                   ",NULL,NULL,NULL,NULL,M,1,0,0,319176,879707,NULL,NULL,879707,1,0,1
612,3972,85,"Alphera Financial Services Ltd ",621,"Alphera Financial Services    ",NULL,NULL,NULL,NULL,M,1,0,0,327249,327249,NULL,NULL,NULL,1,0,1
613,0000,03,Qire Data Load Portfolio,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,327571,327571,NULL,NULL,NULL,1,0,1
614,3624,36,BT OSIS Portfolio,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,327577,327577,NULL,NULL,NULL,1,0,1
